filename	duration
3424.wav	10.0
3426.wav	10.0
3428.wav	10.0
343.wav	10.0
3432.wav	10.0
3433.wav	10.0
3434.wav	10.0
3435.wav	10.0
3436.wav	10.0
3438.wav	10.0
344.wav	10.0
3440.wav	10.0
3441.wav	10.0
3442.wav	10.0
3444.wav	10.0
3445.wav	10.0
3446.wav	10.0
3447.wav	10.0
3448.wav	10.0
345.wav	10.0
3450.wav	10.0
3453.wav	10.0
3455.wav	10.0
3456.wav	10.0
3458.wav	10.0
3459.wav	10.0
3460.wav	10.0
3461.wav	10.0
3466.wav	10.0
3467.wav	10.0
347.wav	10.0
3471.wav	10.0
3472.wav	10.0
3474.wav	10.0
3475.wav	10.0
3477.wav	10.0
3478.wav	10.0
3479.wav	10.0
348.wav	10.0
3480.wav	10.0
3487.wav	10.0
3488.wav	10.0
349.wav	10.0
3490.wav	10.0
3491.wav	10.0
3492.wav	10.0
3493.wav	10.0
3494.wav	10.0
3496.wav	10.0
3497.wav	10.0
35.wav	10.0
350.wav	10.0
3501.wav	10.0
3503.wav	10.0
3504.wav	10.0
3507.wav	10.0
351.wav	10.0
3510.wav	10.0
3511.wav	10.0
3513.wav	10.0
3514.wav	10.0
3517.wav	10.0
3518.wav	10.0
3520.wav	10.0
3522.wav	10.0
3523.wav	10.0
3524.wav	10.0
3526.wav	10.0
3528.wav	10.0
353.wav	10.0
3530.wav	10.0
3531.wav	10.0
3532.wav	10.0
3533.wav	10.0
3537.wav	10.0
354.wav	10.0
3541.wav	10.0
3543.wav	10.0
3548.wav	10.0
3549.wav	10.0
355.wav	10.0
3550.wav	10.0
3555.wav	10.0
3556.wav	10.0
356.wav	10.0
3560.wav	10.0
3561.wav	10.0
3566.wav	10.0
3568.wav	10.0
357.wav	10.0
3575.wav	10.0
358.wav	10.0
3581.wav	10.0
3584.wav	10.0
3585.wav	10.0
3586.wav	10.0
3587.wav	10.0
3588.wav	10.0
3589.wav	10.0
359.wav	10.0
3591.wav	10.0
3594.wav	10.0
3596.wav	10.0
3597.wav	10.0
3603.wav	10.0
3607.wav	10.0
3608.wav	10.0
361.wav	10.0
3610.wav	10.0
3613.wav	10.0
3615.wav	10.0
3617.wav	10.0
3618.wav	10.0
362.wav	10.0
3620.wav	10.0
3622.wav	10.0
3624.wav	10.0
3625.wav	10.0
3630.wav	10.0
3633.wav	10.0
3637.wav	10.0
365.wav	10.0
3652.wav	10.0
3656.wav	10.0
3657.wav	10.0
3658.wav	10.0
366.wav	10.0
3661.wav	10.0
3663.wav	10.0
3669.wav	10.0
367.wav	10.0
3673.wav	10.0
3674.wav	10.0
3677.wav	10.0
3679.wav	10.0
368.wav	10.0
3680.wav	10.0
3682.wav	10.0
3683.wav	10.0
3684.wav	10.0
3685.wav	10.0
3687.wav	10.0
3690.wav	10.0
3691.wav	10.0
3693.wav	10.0
3694.wav	10.0
3695.wav	10.0
3697.wav	10.0
3699.wav	10.0
37.wav	10.0
3701.wav	10.0
3702.wav	10.0
3703.wav	10.0
3704.wav	10.0
3706.wav	10.0
3707.wav	10.0
3708.wav	10.0
3709.wav	10.0
371.wav	10.0
3710.wav	10.0
3711.wav	10.0
3713.wav	10.0
3715.wav	10.0
3716.wav	10.0
3717.wav	10.0
3718.wav	10.0
3719.wav	10.0
3720.wav	10.0
3721.wav	10.0
3723.wav	10.0
3725.wav	10.0
3726.wav	10.0
3727.wav	10.0
3728.wav	10.0
3729.wav	10.0
3730.wav	10.0
3732.wav	10.0
3733.wav	10.0
3734.wav	10.0
3735.wav	10.0
3736.wav	10.0
3737.wav	10.0
3738.wav	10.0
3742.wav	10.0
3755.wav	10.0
3756.wav	10.0
3757.wav	10.0
3762.wav	10.0
3764.wav	10.0
3765.wav	10.0
3766.wav	10.0
3769.wav	10.0
3770.wav	10.0
3771.wav	10.0
3772.wav	10.0
3776.wav	10.0
3777.wav	10.0
3778.wav	10.0
3779.wav	10.0
3780.wav	10.0
3784.wav	10.0
3786.wav	10.0
3788.wav	10.0
3792.wav	10.0
3794.wav	10.0
3795.wav	10.0
3798.wav	10.0
3799.wav	10.0
3802.wav	10.0
3806.wav	10.0
3809.wav	10.0
3813.wav	10.0
3814.wav	10.0
3815.wav	10.0
3816.wav	10.0
3819.wav	10.0
3820.wav	10.0
3821.wav	10.0
3822.wav	10.0
3824.wav	10.0
3825.wav	10.0
3826.wav	10.0
3827.wav	10.0
3830.wav	10.0
3833.wav	10.0
3834.wav	10.0
3835.wav	10.0
3836.wav	10.0
3837.wav	10.0
3839.wav	10.0
3841.wav	10.0
3842.wav	10.0
3843.wav	10.0
3845.wav	10.0
3846.wav	10.0
3847.wav	10.0
385.wav	10.0
3851.wav	10.0
3852.wav	10.0
3853.wav	10.0
3854.wav	10.0
3855.wav	10.0
3857.wav	10.0
3858.wav	10.0
3859.wav	10.0
3860.wav	10.0
3861.wav	10.0
3863.wav	10.0
3867.wav	10.0
3872.wav	10.0
3874.wav	10.0
3876.wav	10.0
3877.wav	10.0
3878.wav	10.0
3879.wav	10.0
3880.wav	10.0
3881.wav	10.0
3882.wav	10.0
3884.wav	10.0
3885.wav	10.0
3886.wav	10.0
3887.wav	10.0
3888.wav	10.0
3889.wav	10.0
3890.wav	10.0
3891.wav	10.0
3892.wav	10.0
3893.wav	10.0
3894.wav	10.0
3895.wav	10.0
3897.wav	10.0
3899.wav	10.0
3900.wav	10.0
3902.wav	10.0
3903.wav	10.0
3905.wav	10.0
3907.wav	10.0
3909.wav	10.0
391.wav	10.0
3910.wav	10.0
3911.wav	10.0
3913.wav	10.0
3915.wav	10.0
3917.wav	10.0
3918.wav	10.0
3920.wav	10.0
3922.wav	10.0
3923.wav	10.0
3926.wav	10.0
3927.wav	10.0
3928.wav	10.0
3929.wav	10.0
3930.wav	10.0
3931.wav	10.0
3933.wav	10.0
3935.wav	10.0
3936.wav	10.0
3937.wav	10.0
3938.wav	10.0
3939.wav	10.0
394.wav	10.0
3940.wav	10.0
3941.wav	10.0
3942.wav	10.0
3943.wav	10.0
3945.wav	10.0
3947.wav	10.0
3949.wav	10.0
3952.wav	10.0
3953.wav	10.0
3954.wav	10.0
3956.wav	10.0
3957.wav	10.0
3958.wav	10.0
3961.wav	10.0
3962.wav	10.0
3963.wav	10.0
3964.wav	10.0
3965.wav	10.0
3966.wav	10.0
3969.wav	10.0
3970.wav	10.0
3971.wav	10.0
3972.wav	10.0
3973.wav	10.0
3974.wav	10.0
398.wav	10.0
3980.wav	10.0
3982.wav	10.0
3983.wav	10.0
3985.wav	10.0
3988.wav	10.0
3989.wav	10.0
3990.wav	10.0
3991.wav	10.0
3992.wav	10.0
3993.wav	10.0
3995.wav	10.0
3999.wav	10.0
40.wav	10.0
4000.wav	10.0
4001.wav	10.0
4002.wav	10.0
4004.wav	10.0
4008.wav	10.0
4009.wav	10.0
401.wav	10.0
4010.wav	10.0
4014.wav	10.0
4016.wav	10.0
402.wav	10.0
4022.wav	10.0
4025.wav	10.0
4026.wav	10.0
4030.wav	10.0
4034.wav	10.0
4035.wav	10.0
4037.wav	10.0
4039.wav	10.0
404.wav	10.0
4041.wav	10.0
4042.wav	10.0
4045.wav	10.0
4049.wav	10.0
4050.wav	10.0
4051.wav	10.0
4053.wav	10.0
4055.wav	10.0
4056.wav	10.0
4058.wav	10.0
4059.wav	10.0
406.wav	10.0
4060.wav	10.0
4061.wav	10.0
4062.wav	10.0
4065.wav	10.0
4068.wav	10.0
4069.wav	10.0
4071.wav	10.0
4072.wav	10.0
4073.wav	10.0
4075.wav	10.0
4076.wav	10.0
4078.wav	10.0
4081.wav	10.0
4082.wav	10.0
4083.wav	10.0
4084.wav	10.0
4088.wav	10.0
4090.wav	10.0
4092.wav	10.0
4093.wav	10.0
4094.wav	10.0
4095.wav	10.0
4096.wav	10.0
4097.wav	10.0
4098.wav	10.0
4099.wav	10.0
410.wav	10.0
4101.wav	10.0
4103.wav	10.0
4106.wav	10.0
4107.wav	10.0
4108.wav	10.0
4109.wav	10.0
4110.wav	10.0
4115.wav	10.0
4116.wav	10.0
4117.wav	10.0
4118.wav	10.0
4120.wav	10.0
4121.wav	10.0
4125.wav	10.0
4128.wav	10.0
4129.wav	10.0
413.wav	10.0
4132.wav	10.0
4134.wav	10.0
4135.wav	10.0
4137.wav	10.0
4139.wav	10.0
414.wav	10.0
4143.wav	10.0
4144.wav	10.0
4150.wav	10.0
4157.wav	10.0
4159.wav	10.0
4162.wav	10.0
4163.wav	10.0
4168.wav	10.0
4174.wav	10.0
4175.wav	10.0
4176.wav	10.0
4179.wav	10.0
418.wav	10.0
4181.wav	10.0
4187.wav	10.0
4188.wav	10.0
4191.wav	10.0
4194.wav	10.0
4197.wav	10.0
4198.wav	10.0
4199.wav	10.0
42.wav	10.0
420.wav	10.0
4202.wav	10.0
4204.wav	10.0
4206.wav	10.0
4213.wav	10.0
4214.wav	10.0
4220.wav	10.0
4223.wav	10.0
4224.wav	10.0
4226.wav	10.0
4228.wav	10.0
4230.wav	10.0
4231.wav	10.0
4235.wav	10.0
424.wav	10.0
4242.wav	10.0
4244.wav	10.0
4245.wav	10.0
4253.wav	10.0
4258.wav	10.0
4260.wav	10.0
4263.wav	10.0
4264.wav	10.0
4266.wav	10.0
4269.wav	10.0
4271.wav	10.0
4275.wav	10.0
4277.wav	10.0
4278.wav	10.0
4279.wav	10.0
4280.wav	10.0
4281.wav	10.0
4282.wav	10.0
4283.wav	10.0
4284.wav	10.0
4285.wav	10.0
4287.wav	10.0
4288.wav	10.0
4292.wav	10.0
4299.wav	10.0
43.wav	10.0
4303.wav	10.0
4304.wav	10.0
4307.wav	10.0
4308.wav	10.0
4309.wav	10.0
4310.wav	10.0
4311.wav	10.0
4315.wav	10.0
4316.wav	10.0
4317.wav	10.0
4318.wav	10.0
432.wav	10.0
4320.wav	10.0
4321.wav	10.0
4324.wav	10.0
4325.wav	10.0
4326.wav	10.0
4328.wav	10.0
4329.wav	10.0
4330.wav	10.0
4332.wav	10.0
4333.wav	10.0
4334.wav	10.0
4335.wav	10.0
4336.wav	10.0
4337.wav	10.0
4340.wav	10.0
4342.wav	10.0
4343.wav	10.0
4345.wav	10.0
4346.wav	10.0
4348.wav	10.0
4349.wav	10.0
4350.wav	10.0
4352.wav	10.0
4353.wav	10.0
4354.wav	10.0
4355.wav	10.0
4356.wav	10.0
4358.wav	10.0
4359.wav	10.0
4360.wav	10.0
4361.wav	10.0
4362.wav	10.0
4364.wav	10.0
4365.wav	10.0
4366.wav	10.0
4367.wav	10.0
437.wav	10.0
4376.wav	10.0
4377.wav	10.0
4379.wav	10.0
438.wav	10.0
4380.wav	10.0
4381.wav	10.0
4382.wav	10.0
4389.wav	10.0
439.wav	10.0
4390.wav	10.0
4391.wav	10.0
4392.wav	10.0
4393.wav	10.0
4397.wav	10.0
4399.wav	10.0
44.wav	10.0
440.wav	10.0
4402.wav	10.0
4404.wav	10.0
4407.wav	10.0
441.wav	10.0
4410.wav	10.0
4412.wav	10.0
4414.wav	10.0
4419.wav	10.0
442.wav	10.0
4420.wav	10.0
4425.wav	10.0
4426.wav	10.0
4427.wav	10.0
4428.wav	10.0
4430.wav	10.0
4431.wav	10.0
4432.wav	10.0
4435.wav	10.0
4437.wav	10.0
4438.wav	10.0
4439.wav	10.0
4440.wav	10.0
4441.wav	10.0
4442.wav	10.0
4443.wav	10.0
4444.wav	10.0
4446.wav	10.0
4447.wav	10.0
4448.wav	10.0
4449.wav	10.0
445.wav	10.0
4451.wav	10.0
4455.wav	10.0
4456.wav	10.0
4457.wav	10.0
4458.wav	10.0
4459.wav	10.0
4460.wav	10.0
4461.wav	10.0
4462.wav	10.0
4464.wav	10.0
4465.wav	10.0
4466.wav	10.0
4467.wav	10.0
4472.wav	10.0
4473.wav	10.0
4474.wav	10.0
4475.wav	10.0
4479.wav	10.0
4482.wav	10.0
4484.wav	10.0
4485.wav	10.0
4486.wav	10.0
4487.wav	10.0
4488.wav	10.0
4489.wav	10.0
449.wav	10.0
4490.wav	10.0
4492.wav	10.0
4496.wav	10.0
4497.wav	10.0
4498.wav	10.0
45.wav	10.0
450.wav	10.0
4500.wav	10.0
4501.wav	10.0
4502.wav	10.0
4504.wav	10.0
4509.wav	10.0
451.wav	10.0
4510.wav	10.0
4511.wav	10.0
4512.wav	10.0
4513.wav	10.0
4514.wav	10.0
4517.wav	10.0
4519.wav	10.0
4520.wav	10.0
4523.wav	10.0
4524.wav	10.0
4525.wav	10.0
4526.wav	10.0
4527.wav	10.0
4529.wav	10.0
4530.wav	10.0
4531.wav	10.0
4532.wav	10.0
4534.wav	10.0
4536.wav	10.0
4537.wav	10.0
4538.wav	10.0
4539.wav	10.0
454.wav	10.0
4540.wav	10.0
4541.wav	10.0
4542.wav	10.0
4546.wav	10.0
4548.wav	10.0
4549.wav	10.0
4550.wav	10.0
4553.wav	10.0
4554.wav	10.0
4556.wav	10.0
4560.wav	10.0
4562.wav	10.0
4563.wav	10.0
4564.wav	10.0
4566.wav	10.0
4567.wav	10.0
4568.wav	10.0
457.wav	10.0
4570.wav	10.0
4571.wav	10.0
4572.wav	10.0
4573.wav	10.0
4575.wav	10.0
4576.wav	10.0
4577.wav	10.0
4578.wav	10.0
4579.wav	10.0
458.wav	10.0
4580.wav	10.0
4581.wav	10.0
4585.wav	10.0
4586.wav	10.0
4587.wav	10.0
4589.wav	10.0
459.wav	10.0
4593.wav	10.0
4594.wav	10.0
4599.wav	10.0
46.wav	10.0
4600.wav	10.0
4601.wav	10.0
4602.wav	10.0
4604.wav	10.0
4605.wav	10.0
4608.wav	10.0
4610.wav	10.0
4613.wav	10.0
4614.wav	10.0
4616.wav	10.0
4617.wav	10.0
4619.wav	10.0
4621.wav	10.0
4623.wav	10.0
4627.wav	10.0
463.wav	10.0
4634.wav	10.0
4636.wav	10.0
4639.wav	10.0
464.wav	10.0
4642.wav	10.0
4644.wav	10.0
4645.wav	10.0
4648.wav	10.0
4649.wav	10.0
465.wav	10.0
4650.wav	10.0
4655.wav	10.0
4656.wav	10.0
4661.wav	10.0
4663.wav	10.0
4664.wav	10.0
4665.wav	10.0
4667.wav	10.0
4669.wav	10.0
467.wav	10.0
4670.wav	10.0
4671.wav	10.0
4672.wav	10.0
4673.wav	10.0
4677.wav	10.0
4679.wav	10.0
4682.wav	10.0
4685.wav	10.0
4686.wav	10.0
4687.wav	10.0
4689.wav	10.0
4690.wav	10.0
4692.wav	10.0
4693.wav	10.0
4694.wav	10.0
4695.wav	10.0
4696.wav	10.0
4697.wav	10.0
4698.wav	10.0
4699.wav	10.0
4701.wav	10.0
4702.wav	10.0
4704.wav	10.0
4705.wav	10.0
4706.wav	10.0
4707.wav	10.0
4708.wav	10.0
4709.wav	10.0
4710.wav	10.0
4712.wav	10.0
4714.wav	10.0
4715.wav	10.0
4716.wav	10.0
4717.wav	10.0
4719.wav	10.0
4720.wav	10.0
4721.wav	10.0
4723.wav	10.0
4725.wav	10.0
4726.wav	10.0
4728.wav	10.0
473.wav	10.0
4730.wav	10.0
4734.wav	10.0
4736.wav	10.0
4737.wav	10.0
4739.wav	10.0
474.wav	10.0
4740.wav	10.0
4744.wav	10.0
4745.wav	10.0
4748.wav	10.0
475.wav	10.0
4756.wav	10.0
476.wav	10.0
4763.wav	10.0
4764.wav	10.0
4766.wav	10.0
4768.wav	10.0
4769.wav	10.0
4774.wav	10.0
4778.wav	10.0
4779.wav	10.0
478.wav	10.0
4782.wav	10.0
4786.wav	10.0
4787.wav	10.0
4793.wav	10.0
4797.wav	10.0
4799.wav	10.0
480.wav	10.0
4801.wav	10.0
4802.wav	10.0
4806.wav	10.0
4808.wav	10.0
4810.wav	10.0
4812.wav	10.0
4815.wav	10.0
4816.wav	10.0
4818.wav	10.0
4819.wav	10.0
482.wav	10.0
4820.wav	10.0
4826.wav	10.0
4827.wav	10.0
4828.wav	10.0
4829.wav	10.0
4830.wav	10.0
4833.wav	10.0
4835.wav	10.0
4839.wav	10.0
4840.wav	10.0
4841.wav	10.0
4845.wav	10.0
4847.wav	10.0
4849.wav	10.0
4850.wav	10.0
4852.wav	10.0
4859.wav	10.0
4861.wav	10.0
4868.wav	10.0
487.wav	10.0
4874.wav	10.0
4875.wav	10.0
4879.wav	10.0
4881.wav	10.0
4882.wav	10.0
4885.wav	10.0
4888.wav	10.0
4898.wav	10.0
4899.wav	10.0
49.wav	10.0
490.wav	10.0
4904.wav	10.0
4906.wav	10.0
4907.wav	10.0
4914.wav	10.0
4915.wav	10.0
4916.wav	10.0
4919.wav	10.0
4921.wav	10.0
4923.wav	10.0
4926.wav	10.0
493.wav	10.0
4932.wav	10.0
4934.wav	10.0
4936.wav	10.0
4937.wav	10.0
4938.wav	10.0
4941.wav	10.0
4942.wav	10.0
4944.wav	10.0
4945.wav	10.0
4947.wav	10.0
4948.wav	10.0
4949.wav	10.0
4952.wav	10.0
4953.wav	10.0
4954.wav	10.0
4955.wav	10.0
4956.wav	10.0
4959.wav	10.0
496.wav	10.0
4961.wav	10.0
4963.wav	10.0
4964.wav	10.0
4966.wav	10.0
4967.wav	10.0
4968.wav	10.0
4969.wav	10.0
497.wav	10.0
4971.wav	10.0
4972.wav	10.0
4975.wav	10.0
4976.wav	10.0
498.wav	10.0
4980.wav	10.0
4981.wav	10.0
4986.wav	10.0
4987.wav	10.0
4990.wav	10.0
4991.wav	10.0
4992.wav	10.0
50.wav	10.0
502.wav	10.0
503.wav	10.0
509.wav	10.0
51.wav	10.0
511.wav	10.0
512.wav	10.0
513.wav	10.0
517.wav	10.0
519.wav	10.0
521.wav	10.0
524.wav	10.0
525.wav	10.0
526.wav	10.0
527.wav	10.0
530.wav	10.0
534.wav	10.0
535.wav	10.0
537.wav	10.0
54.wav	10.0
544.wav	10.0
545.wav	10.0
547.wav	10.0
551.wav	10.0
554.wav	10.0
557.wav	10.0
558.wav	10.0
559.wav	10.0
561.wav	10.0
562.wav	10.0
563.wav	10.0
565.wav	10.0
566.wav	10.0
569.wav	10.0
571.wav	10.0
572.wav	10.0
574.wav	10.0
575.wav	10.0
577.wav	10.0
578.wav	10.0
58.wav	10.0
581.wav	10.0
582.wav	10.0
583.wav	10.0
585.wav	10.0
586.wav	10.0
587.wav	10.0
59.wav	10.0
591.wav	10.0
595.wav	10.0
597.wav	10.0
598.wav	10.0
599.wav	10.0
60.wav	10.0
600.wav	10.0
601.wav	10.0
602.wav	10.0
603.wav	10.0
605.wav	10.0
606.wav	10.0
607.wav	10.0
608.wav	10.0
609.wav	10.0
611.wav	10.0
613.wav	10.0
614.wav	10.0
615.wav	10.0
62.wav	10.0
626.wav	10.0
627.wav	10.0
629.wav	10.0
631.wav	10.0
633.wav	10.0
635.wav	10.0
637.wav	10.0
64.wav	10.0
642.wav	10.0
644.wav	10.0
647.wav	10.0
648.wav	10.0
65.wav	10.0
651.wav	10.0
652.wav	10.0
653.wav	10.0
654.wav	10.0
655.wav	10.0
656.wav	10.0
657.wav	10.0
66.wav	10.0
660.wav	10.0
662.wav	10.0
664.wav	10.0
665.wav	10.0
671.wav	10.0
674.wav	10.0
677.wav	10.0
678.wav	10.0
679.wav	10.0
681.wav	10.0
684.wav	10.0
685.wav	10.0
687.wav	10.0
688.wav	10.0
691.wav	10.0
692.wav	10.0
693.wav	10.0
694.wav	10.0
695.wav	10.0
697.wav	10.0
699.wav	10.0
703.wav	10.0
706.wav	10.0
707.wav	10.0
710.wav	10.0
712.wav	10.0
713.wav	10.0
714.wav	10.0
717.wav	10.0
718.wav	10.0
72.wav	10.0
720.wav	10.0
722.wav	10.0
724.wav	10.0
725.wav	10.0
727.wav	10.0
730.wav	10.0
732.wav	10.0
733.wav	10.0
734.wav	10.0
735.wav	10.0
736.wav	10.0
737.wav	10.0
739.wav	10.0
741.wav	10.0
742.wav	10.0
744.wav	10.0
745.wav	10.0
747.wav	10.0
749.wav	10.0
750.wav	10.0
751.wav	10.0
752.wav	10.0
753.wav	10.0
754.wav	10.0
755.wav	10.0
756.wav	10.0
757.wav	10.0
759.wav	10.0
76.wav	10.0
760.wav	10.0
761.wav	10.0
762.wav	10.0
766.wav	10.0
768.wav	10.0
770.wav	10.0
771.wav	10.0
773.wav	10.0
774.wav	10.0
775.wav	10.0
777.wav	10.0
778.wav	10.0
779.wav	10.0
78.wav	10.0
780.wav	10.0
781.wav	10.0
782.wav	10.0
784.wav	10.0
786.wav	10.0
788.wav	10.0
789.wav	10.0
79.wav	10.0
792.wav	10.0
794.wav	10.0
796.wav	10.0
800.wav	10.0
802.wav	10.0
807.wav	10.0
808.wav	10.0
810.wav	10.0
811.wav	10.0
812.wav	10.0
813.wav	10.0
814.wav	10.0
816.wav	10.0
818.wav	10.0
819.wav	10.0
821.wav	10.0
825.wav	10.0
828.wav	10.0
83.wav	10.0
830.wav	10.0
831.wav	10.0
833.wav	10.0
835.wav	10.0
836.wav	10.0
837.wav	10.0
838.wav	10.0
839.wav	10.0
84.wav	10.0
840.wav	10.0
841.wav	10.0
842.wav	10.0
844.wav	10.0
846.wav	10.0
847.wav	10.0
85.wav	10.0
850.wav	10.0
851.wav	10.0
852.wav	10.0
854.wav	10.0
855.wav	10.0
857.wav	10.0
860.wav	10.0
861.wav	10.0
863.wav	10.0
865.wav	10.0
866.wav	10.0
867.wav	10.0
869.wav	10.0
87.wav	10.0
870.wav	10.0
873.wav	10.0
876.wav	10.0
878.wav	10.0
879.wav	10.0
88.wav	10.0
882.wav	10.0
884.wav	10.0
886.wav	10.0
887.wav	10.0
888.wav	10.0
894.wav	10.0
895.wav	10.0
896.wav	10.0
899.wav	10.0
90.wav	10.0
900.wav	10.0
902.wav	10.0
903.wav	10.0
905.wav	10.0
908.wav	10.0
91.wav	10.0
910.wav	10.0
911.wav	10.0
912.wav	10.0
914.wav	10.0
915.wav	10.0
916.wav	10.0
918.wav	10.0
919.wav	10.0
921.wav	10.0
923.wav	10.0
93.wav	10.0
932.wav	10.0
934.wav	10.0
936.wav	10.0
937.wav	10.0
938.wav	10.0
939.wav	10.0
94.wav	10.0
940.wav	10.0
941.wav	10.0
942.wav	10.0
943.wav	10.0
945.wav	10.0
948.wav	10.0
95.wav	10.0
953.wav	10.0
954.wav	10.0
956.wav	10.0
958.wav	10.0
959.wav	10.0
96.wav	10.0
960.wav	10.0
961.wav	10.0
962.wav	10.0
963.wav	10.0
966.wav	10.0
967.wav	10.0
968.wav	10.0
969.wav	10.0
970.wav	10.0
971.wav	10.0
972.wav	10.0
975.wav	10.0
976.wav	10.0
977.wav	10.0
98.wav	10.0
981.wav	10.0
983.wav	10.0
985.wav	10.0
986.wav	10.0
987.wav	10.0
99.wav	10.0
990.wav	10.0
991.wav	10.0
993.wav	10.0
994.wav	10.0
999.wav	10.0
